timestamp,latitude,longitude,altitude,fix_quality,num_satellites,hdop,UTM_X,UTM_Y
00:33:03.600000+00:00,42.32682178666666,-71.095674745,36.069,5,12,0.82,327328.4728937391,4688190.778333837
00:33:03.700000+00:00,42.32682171166667,-71.09567481833334,36.061,5,12,0.82,327328.4666460342,4688190.770154556
00:33:03.800000+00:00,42.32682192666667,-71.09567477666667,36.079,5,12,0.82,327328.47066753055,4688190.793944045
00:33:03.900000+00:00,42.32682175,-71.09567471666666,36.08,5,12,0.82,327328.47512801905,4688190.774204764
00:33:04+00:00,42.32682195666667,-71.09567466,36.091,5,12,0.82,327328.48036268086,4688190.797038445
00:33:04.100000+00:00,42.32682189166667,-71.09567462333334,36.094,5,12,0.82,327328.48320608586,4688190.789746256
00:33:04.200000+00:00,42.32682202833333,-71.09567459666667,36.097,5,12,0.82,327328.48577729065,4688190.804867887
00:33:04.300000+00:00,42.326821965,-71.09567456833334,36.098,5,12,0.82,327328.4879386082,4688190.797777688
00:33:04.400000+00:00,42.326822055,-71.09567455833333,36.11,5,12,0.82,327328.4890088333,4688190.807751186
00:33:04.500000+00:00,42.326822203333336,-71.09567447833334,36.119,5,12,0.82,327328.4960065036,4688190.82406003
00:33:04.600000+00:00,42.32682209333333,-71.09567450166666,36.12,5,12,0.82,327328.49378292146,4688190.811892756
00:33:04.700000+00:00,42.326822195,-71.09567450666667,36.123,5,12,0.82,327328.49364910147,4688190.8231922025
00:33:04.800000+00:00,42.326822275,-71.095674485,36.131,5,12,0.82,327328.49565327365,4688190.832031593
00:33:04.900000+00:00,42.326822281666665,-71.09567451833334,36.141,5,12,0.82,327328.49292492354,4688190.832839551
00:33:05+00:00,42.32682235666667,-71.09567440833334,36.149,5,12,0.82,327328.50219387945,4688190.840944388
00:33:05.100000+00:00,42.32682248,-71.09567441833333,36.155,5,12,0.82,327328.5017073541,4688190.854659901
00:33:05.200000+00:00,42.32682251333333,-71.09567439166666,36.158,5,12,0.82,327328.50399582926,4688190.858307171
00:33:05.300000+00:00,42.326822578333335,-71.09567436333333,36.16,5,12,0.82,327328.50650827657,4688190.865467391
00:33:05.400000+00:00,42.32682264666666,-71.09567438333333,36.169,5,12,0.82,327328.5050472893,4688190.873095884
00:33:05.500000+00:00,42.32682275,-71.09567428166666,36.175,5,12,0.82,327328.51370712003,4688190.884363836
00:33:05.600000+00:00,42.32682275333333,-71.09567428666666,36.177,5,12,0.82,327328.513304253,4688190.884744128
00:33:05.700000+00:00,42.32682290833333,-71.09567423,36.185,5,12,0.82,327328.5183975498,4688190.901840626
00:33:05.800000+00:00,42.326822918333335,-71.09567422,36.188,5,12,0.82,327328.5192488896,4688190.902930748
00:33:05.900000+00:00,42.32682296166666,-71.09567423333333,36.199,5,12,0.82,327328.5182688165,4688190.907769648
00:33:06+00:00,42.326822905,-71.09567408833334,36.184,5,12,0.82,327328.53006144194,4688190.901182862
00:33:06.100000+00:00,42.32682299166667,-71.09567412333334,36.194,5,12,0.82,327328.5274146502,4688190.9108775845
00:33:06.200000+00:00,42.32682306,-71.09567409666667,36.203,5,12,0.82,327328.5297988865,4688190.91841133
00:33:06.300000+00:00,42.32682304833333,-71.09567416833333,36.201,5,12,0.82,327328.5238617967,4688190.91726134
00:33:06.400000+00:00,42.32682311666667,-71.09567410166666,36.195,5,12,0.82,327328.5295419444,4688190.924713875
00:33:06.500000+00:00,42.32682300166667,-71.09567403666667,36.173,5,12,0.82,327328.534583146,4688190.911812049
00:33:06.600000+00:00,42.326823105,-71.09567403666667,36.19,5,12,0.82,327328.5348658755,4688190.923286416
00:33:06.700000+00:00,42.32682314833333,-71.095673955,36.194,5,12,0.82,327328.54171358707,4688190.9279324375
00:33:06.800000+00:00,42.32682321166666,-71.09567398666667,36.188,5,12,0.82,327328.5392776113,4688190.935029405
00:33:06.900000+00:00,42.32682309333333,-71.095673965,36.188,5,12,0.82,327328.5407391231,4688190.9218454175
00:33:07+00:00,42.32682319833334,-71.09567389333333,36.196,5,12,0.82,327328.54693158565,4688190.933359351
00:33:07.100000+00:00,42.326823178333335,-71.09567389833333,36.19,5,12,0.82,327328.5464648744,4688190.931148655
00:33:07.200000+00:00,42.32682318,-71.095673905,36.202,5,12,0.82,327328.54592011595,4688190.931347261
00:33:07.300000+00:00,42.326823186666665,-71.09567389833333,36.193,5,12,0.82,327328.54648767516,4688190.9320740085
00:33:07.400000+00:00,42.326823235,-71.09567385,36.202,5,12,0.82,327328.55060247437,4688190.9373429185
00:33:07.500000+00:00,42.326823186666665,-71.09567378333334,36.192,5,12,0.82,327328.5559634112,4688190.931840525
00:33:07.600000+00:00,42.32682323,-71.09567379666667,36.196,5,12,0.82,327328.5549833381,4688190.936679426
00:33:07.700000+00:00,42.326823375,-71.09567374666666,36.22,5,12,0.82,327328.55949995946,4688190.952679039
00:33:07.800000+00:00,42.32682336166667,-71.09567363666666,36.212,5,12,0.82,327328.56852722703,4688190.950975142
00:33:07.900000+00:00,42.32682337666667,-71.09567360333334,36.225,5,12,0.82,327328.5713148591,4688190.952573101
00:33:08+00:00,42.32682328833334,-71.09567346,36.218,5,12,0.82,327328.5828835125,4688190.942473361
00:33:08.100000+00:00,42.326823325,-71.09567333333334,36.209,5,12,0.82,327328.59342087986,4688190.94628774
00:33:08.200000+00:00,42.326823313333335,-71.09567272166667,36.203,5,12,0.82,327328.64378889644,4688190.943750388
00:33:08.300000+00:00,42.32682338833333,-71.09567242833333,36.223,5,12,0.82,327328.6681641026,4688190.951483004
